504	[0.16175816138797336, 0.22683220387688366, 0.30529690759542566, -0.03770780632640763, -0.19630800189160177, -0.19493064837710902, -0.317446105022794, 0.016808406669144738, 0.17665610369394844, -0.30219165376676804, -0.03194774124710646, -0.3582650147016895, 0.1255707647660447, -0.29606978583947785, 0.25063772959538544, 0.09401463954399211, 0.16743683835440193, 0.33898273957899544, 0.218720639862042, 0.1799886198458443]
528	[0.19020820165658475, 0.38934612095466964, -0.10499238649218184, 0.22920941487711524, -0.04148744769068798, -0.3169826643268503, 0.343802348741422, -0.08145009788723798, 0.20220408189920291, 0.26950908702409726, 0.015743342402109443, -0.15611765917184886, 0.19843965683011053, -0.4191616861283122, -0.2696045606720042, 0.19303271906933062, -0.057007375478014426, 0.03384318715936771, 0.2289779300599941, 0.04056246795452334]
552	[0.2417137638216159, -0.025491558335365268, 0.1896129173633776, 0.018570150480246427, 0.2044925221796946, -0.1632056685262622, -0.25724254834561805, -0.3328778545787366, 0.03187864233833982, -0.34422771656029694, 0.2624004067359025, 0.2645344464287158, -0.2749624521041102, 0.2927172137291907, 0.1965967769649286, -0.041620656259042196, 0.23467370523805692, 0.22686672447076045, -0.2843468725559211, 0.10856769434062165]
576	[0.29990639897719995, 0.04522739865688179, 0.06753808363087645, -0.08741876242566642, -0.07479078879594075, 0.2877055982532068, -0.04472501422506806, 0.24961893659660878, -0.29867583517102236, -0.27030704907739056, -0.17468057195617517, -0.12143116140517153, -0.21811907809030956, -0.028113057191578167, 0.20914809904159, 0.3151029164983389, -0.3242643633987012, 0.23978040578459314, 0.309736888435063, -0.2926074013202463]
600	[-0.18458687597643222, 0.13946741905121382, -0.33903525675078333, -0.054855784641892245, -0.007156785498334541, -0.1601692909413926, 0.39377350790414284, -0.21181934187241025, 0.060589671076577735, 0.23420858340331688, -0.14590134231276042, 0.0318526538473224, 0.23238701635068848, -0.25524659407594585, 0.4379546180928264, -0.16502265879845415, -0.2516940930085157, 0.22882686571545643, -0.2454316588759171, -0.08902721291055815]
624	[-0.26683662482065384, 0.2022006015938381, -0.09221783956926038, 0.3141874278651464, 0.16769372931416732, 0.1539197943348405, 0.3250026435394657, -0.13189748088098677, -0.017598652464583767, 0.14194357033549282, -0.23094466575418982, -0.27654111527229114, -0.26349225417431776, -0.07877139341444513, 0.3913838909676344, 0.23801648899983638, 0.12791322537661096, 0.3190619757038714, 0.18052452921890322, -0.1391878202311278]
648	[-0.28775103304133215, 0.1067297393973816, -0.3169829845300264, 0.030496547774134707, -0.26138609152739334, -0.03406963906769396, -0.06538680246981408, -0.24460480202924262, -0.28966343466718947, 0.2800006639466936, 0.0021783764325372327, 0.1566797620072273, 0.2666847727764973, -0.270715199306407, 0.018647922743389972, 0.3345545763028801, -0.044495403045958795, 0.0574558698952606, 0.3258567517202992, 0.3403017395886957]
672	[-0.0405455050608512, -0.0490374175435623, 0.33300321372797353, -0.34116368907511047, 0.040959560435258814, 0.35873453386141596, 0.08218912493016338, 0.04376523784445569, 0.335884587544154, -0.37150953208030424, 0.17642872248935332, -0.021758224141875088, 0.08503093758972412, 0.3158723188354927, -0.23928387018303296, -0.10866118363669068, -0.38389539889585417, 0.0168352690264984, -0.13645323630741577, 0.06958802429804721]
696	[0.201291675812175, -0.22562119286775018, 0.08129879406455567, -0.22181072536683638, -0.2757689964920555, -0.29879775098686345, 0.23982477714248235, 0.040235150560767485, 0.27477621073361974, -0.0684326576013168, 0.18410124260741262, 0.25763246020460845, -0.33031542307445355, -0.2469980472347763, -0.20270781337692967, 0.05499264114423242, -0.027785849081089255, 0.3385233752925499, -0.3021978275857627, -0.16409282531342412]
720	[-0.06538688524000164, -0.09321214221779325, -0.24915236652779427, 0.048304996166779, -0.3579194783449723, 0.3462498521872063, -0.11576585234311419, -0.2816526551623111, 0.2627645818375274, 0.10807003135758902, 0.3246832527344823, 0.25255032070403166, 0.1481135289377697, 0.34044292982691576, 0.09793456036344328, -0.15538882554218988, 0.030275448909432852, -0.29942507717031736, -0.20517304458612726, 0.16652762018179543]
744	[0.29830765512921936, -0.02500052224468756, 0.3312078948684319, 0.3767282172312976, -0.09128832174888675, 0.057673013187225265, -0.17854567901068005, 0.11856677958016677, -0.061484919272546394, -0.0034271074700810145, -0.23050029401498767, 0.3620211932817795, 0.12261074267496659, 0.03576249686264372, 0.23593748484783755, -0.01357287228014935, 0.007066794709500947, 0.41268252354268714, 0.3245383897875449, 0.25561966095368166]
768	[-0.2897349505934755, -0.2627332503216286, 0.3173547105942718, -0.13859396618865816, -0.14397593237620615, -0.07617935854428137, 0.27344425023450525, 0.13108195365207845, -0.1406698489979096, 0.31245733318799374, 0.26964203594580455, 0.17269213180546283, 0.1360318134165106, -0.26802019396244614, -0.15893031380564362, 0.06440148885936794, 0.3015314624935702, -0.30920394092421993, -0.09696429499271457, 0.27017171673787166]
792	[-0.1703263562003667, 0.18558278043406784, -0.04970471138977918, -0.1313093942297933, -0.39159465004109856, 0.05200383525780713, -0.3059444198726133, -0.15841052805992556, 0.0653575974777886, 0.08900443387779551, 0.3600073241073361, 0.376623582869559, 0.235254324955817, -0.16832041871893616, 0.38892683815959683, 0.06971783112948682, 0.08496458206399664, 0.008139198196611781, -0.2598826060423296, -0.20933078398572527]
816	[0.27634674700701883, -0.09977632359902804, -0.26445074696899246, 0.39166267739547045, 0.19077260544987049, -0.10932419725866079, -0.03491094701498756, -0.18581954230772602, 0.3325909962266593, -0.10331233726142681, -0.016771329240542227, 0.3141259763667781, -0.2311284183923741, -0.018274604094702072, 0.24285485754566732, 0.33223364829894236, 0.17774384238823807, -0.15908816192620567, -0.06593536150214462, -0.31881291659475924]
840	[0.07687703894440337, -0.16427052140944912, 0.06729996227429215, -0.18219879584426096, 0.13248408951389173, 0.34752046491331307, -0.2970782830132748, -0.3271614547515005, 0.23077326263714867, 0.34728641694876206, -0.27434050648982533, 0.22430117625787935, -0.21115520956867745, 0.14336981456766232, -0.09568655833750365, 0.02696760571717944, 0.30291924460935415, -0.2868864386448855, 0.062461062165044635, 0.20818029885177508]
864	[-0.3345164543613537, -0.2869428008258144, 0.15239072094040904, -0.23289843778021463, -0.19533027590469398, 0.17950417049062448, 0.29492572830496044, -0.22416883397888687, 0.3005025982409176, -0.20815793856515827, 0.11184497658861738, -0.30530381843617016, 0.11991039929275966, -0.2897061869364095, 0.027339117691521864, -0.023442249136672998, -0.09618805951420396, -0.25387749106809954, -0.20070295267178556, 0.26027953944453774]
888	[-0.008652948082400165, 0.21806988395888868, -0.2194652883723835, 0.19593210790173046, -0.31694541151189204, 0.23348950181541397, -0.12328340972772676, 0.14865739538961778, 0.3457122789954793, -0.18441297036958554, -0.12695045569676616, 0.017633907517571608, -0.08134035536485909, -0.3702980872263223, -0.266306482566184, -0.3371499454881238, -0.21532948028603147, -0.357620179032704, 0.029488298163756435, -0.011810926260860688]
912	[-0.29610952054057166, -0.1773882148621197, -0.016528723101607704, -0.20736335464305458, 0.020762450898932562, 0.25314662103374624, -0.23489831314638093, -0.10193568905245938, 0.18983484588714455, -0.3375287745223875, 0.2610058902389504, -0.04768836586591406, 0.1443984392102914, -0.2539544298832934, -0.34059611973316584, 0.3119753965921062, -0.003935483501302874, -0.18008451667236536, -0.1914638725375942, 0.34547613616999145]
936	[0.03067685121840593, 0.2798976008750394, -0.19515968770786346, -0.01700282092344868, 0.12251527187843102, 0.15583926716719332, 0.06835204184308247, -0.2932016499940894, -0.17746411323225675, -0.11187819140380935, 0.43505324236465936, 0.19474618717927775, 0.19783080729789942, 0.44044726282019236, 0.04946415659511297, 0.22037556952184853, 0.000508258732249153, 0.30570287581815275, 0.28534661475157586, 0.1489195502203906]
960	[0.2638408453997492, 0.07558199635559172, -0.199377471356858, -0.11156793128628563, -0.14551149102565694, 0.14015135231419762, 0.06743066137851683, 0.07408046946508845, 0.37298820744104705, -0.0061846490017603405, 0.025372326830103, -0.41213531396857517, -0.16877976555909258, 0.2547229521904534, 0.007743588277072966, 0.4308318483266059, -0.3329614018381961, -0.3286438601678935, -0.06265528673123877, -0.1006273180555437]
984	[-0.22199471189535652, 0.24903083003992887, -0.3458408647788449, -0.10664395321522213, -0.0861515602455819, 0.3328710851494179, -0.039660481408377066, 0.283963843825431, 0.05864762072583988, 0.15959622439966978, 0.19841216757421828, -0.05072926852283091, 0.3322448595258261, 0.1420276447113564, -0.12182193151911207, 0.32796215859986927, -0.2799971614642805, -0.05681550943966348, -0.23844800694829743, -0.30821424247484014]
1008	[0.23220424567667705, 0.10790168947646457, 0.03455175535278487, -0.018114168105404005, 0.19817182931264665, -0.13083006011109466, 0.2986497859081594, 0.0347849624701638, 0.3577195679950399, -0.2944728612628658, 0.21929135754923806, -0.2902679587141187, -0.31885701428980545, -0.32596413503012245, 0.28078943908408266, 0.3156892829594703, 0.1910513811281789, 0.04256165928981259, 0.08921892724643225, -0.08004667326195729]
1032	[-0.21549699693756422, 0.05317667407831148, -0.23189987101664178, -0.25023619774894584, -0.20664666854192829, 0.4204638957411994, -0.1645820029113249, -0.25887497429916634, 0.24374981896126108, -0.38896479408526297, -0.13225094025970321, 0.19410626192230304, 0.15611803916215064, 0.10397696494615577, -0.4027635439354006, -0.21779289965309956, 0.07506034371954406, 0.04803814412431268, -0.006170285550981274, -0.045278696922819196]
1056	[-0.050321577428228195, -0.2523037832154143, 0.027124607928363034, 0.26086172886934667, 0.2408880329379946, 0.3228827020176304, -0.03168978702013425, 0.01198226645783146, 0.138546014861192, -0.10060869726357041, 0.3609303648282475, 0.1640462787612379, -0.10467634703430757, -0.06300750404167466, -0.2980958774199186, 0.37676555813234336, -0.3518902448471523, 0.19389221117840463, 0.25814808383994375, -0.20321650172439162]
1080	[0.373969192993758, -0.38877003870710675, 0.120331016955335, 0.004590034861211319, -0.009134192727467261, 0.06551082224241374, -0.14834853406230938, -0.00033219040041525434, 0.17692398459179134, 0.27050017426166734, 0.24562356863315676, -0.008954859942330322, 0.4011054715265199, 0.11240817811493907, -0.14125773759090596, 0.1808807455647881, -0.35998073624222143, 0.08578779921603301, 0.095929166764713, -0.36179737215198043]
1104	[0.21675297175286315, -0.29842696414738773, -0.12740882019061056, -0.08555980730319022, -0.043916169109361636, -0.31129648225230216, 0.08738274487003328, 0.324042980957274, 0.011156010030130963, -0.2616261089551524, -0.03523163827421215, -0.2826770085226406, -0.1623210703526582, 0.27762414930573637, -0.007737100145440443, -0.23801309362681866, 0.3561652109935532, -0.3985951396872526, 0.18245527518444604, 0.007548506216894383]
1128	[-0.29054838299749874, -0.30324525115583945, 0.009449063977572893, -0.02264724141874963, 0.2863413456113485, 0.4908009117616049, -0.13777654196290345, 0.34902399422327124, 0.10933882474250846, 0.029508988734424424, 0.10085929897834889, 0.2516062308187302, 0.18628275328073385, 0.2137906919826974, -0.06169891044517758, -0.04670613481148945, 0.04672586269747615, 0.41786240141234476, -0.09924708946282264, 0.0015730038349390692]
1152	[0.039303523290599295, -0.2740038734017925, -0.21546515054100923, 0.3238961688352953, 0.26841755716426885, 0.18942506540195242, 0.11280258966616649, -0.15845141926745443, -0.41692618577112733, 0.15680462202980316, -0.044884035997365096, 0.04420059967751037, 0.07541448870191003, -0.41482325678069465, -0.011705937710935097, -0.20881990539140152, -0.13127072686770191, -0.39814174833907356, 0.027058937838258038, 0.16096312529821677]
1176	[0.006821704366772418, 0.287573742829152, 0.15431410711443572, -0.2446846793572211, 0.31203176983379144, 0.29647487187323807, -0.09648363614730215, -0.3240940028854162, -0.08862172814377735, 0.15681641825159431, 0.27582345090899896, -0.25923512181427893, 0.26594073412825747, -0.17847830920927188, 0.2257584861109035, 0.14567825925667618, 0.12263398638468014, -0.26771853864392786, 0.3083006275217765, 0.041327220633558634]
1200	[0.038412389489806596, -0.2533097288211374, -0.003239857440227284, 0.15405499762334302, -0.361822010263484, -0.2636365721562212, -0.2947793348414596, 0.01568100489389749, 0.12474053666386174, -0.15104897491979435, 0.14898586475310938, 0.27255164043131985, -0.3333982734270148, 0.36882492298290886, 0.1624652358004313, 0.1472053268621876, 0.015403036361181415, -0.19596591599657923, -0.2304349721916959, 0.31813067830378566]
1224	[0.29814737369142374, -0.32376953719205226, -0.22703154232369022, 0.08494170086395988, -0.09299602405663043, -0.08559997126847871, 0.35157616333378644, 0.10575150015958928, 0.13100355882426662, -0.2971292527719793, -0.16799180070318775, -0.04015629927900214, 0.06612796396990467, 0.2869364807128431, 0.3134638690014301, 0.07376843910621614, 0.24193212660031888, 0.12706649160950073, -0.3145599950375554, 0.3121615845160023]
1248	[-0.2653476610935515, -0.20865349597672456, -0.3370317042535245, -0.27922252993863245, 0.21989438073589987, 0.26444257580141206, 0.05614102716488057, 0.24674531134438543, 0.308137683408487, 0.1620945054025939, -0.2770872944744974, 0.040198977129430415, -0.12893861985420946, 0.2566615356322789, 0.13239686980070167, -0.2317450966846596, 0.20978450029254112, -0.11416654523508982, -0.3115120902521879, -0.06888490135068046]
1272	[0.1193529211503404, -0.2213526113949603, 0.30502230567853333, 0.014828150174676239, 0.09616508047787597, 0.3582701148809711, -0.13325272306328653, 0.06503315375873601, 0.25444272753789116, -0.1161140984765444, -0.18608447384039306, -0.24748404575656202, 0.35895582027108197, -0.14669453694040868, 0.12102970054350835, 0.0845447779424849, -0.33164655873042, -0.21052511632126616, -0.32165035278435306, -0.28262247562524995]
1296	[0.2571012087654813, 0.11251114708404485, 0.3174584143723221, -0.30631791091273397, -0.08015902072864332, -0.29038516100331013, 0.18011366656342293, -0.05108444193626017, 0.2065637975885213, -0.09687624112172627, -0.24555055916434965, 0.22445768995856724, -0.09876009688320385, 0.3322389782587319, -0.06572447347355512, 0.23204696524125049, 0.20729390749811463, 0.03051230454905706, -0.30560240809004385, 0.35000543796196804]
1320	[0.2602147930214961, 0.30046196880464543, -0.22219119739375628, -0.25124111400999766, 0.033277256104829914, 0.30717533367350525, 0.2012835545543481, -0.11218232198995555, 0.2128951144044068, -0.15337419423206533, -0.15324060910536813, -0.30167925904335524, -0.13410032847828526, 0.14553200090229904, 0.07528205724105978, -0.3302841313696027, 0.2153799709732048, 0.3749545399260968, -0.20607878333985694, 0.11937103297100916]
1344	[0.21381286766156163, -0.11006008740766948, -0.20711534250504834, 0.2418733045673156, 0.3391178710440634, -0.3806199958317219, 0.3674226229575672, -0.26684083459323604, -0.03181258818834138, -0.1802583655736324, -0.03245371956654087, -0.01653404650527454, -0.28614066492342605, 0.19038967833166798, -0.27217710111403176, -0.1277564922564318, 0.25201027318748126, -0.11795331744515068, 0.16551727287871631, -0.16284585962452933]
1368	[0.1947027568080265, 0.3748275154732105, 0.06229001493850548, -0.037950229965186974, 0.31777484329476297, 0.013833165290659347, -0.16375614443833517, -0.2561917486017647, -0.07029989215118543, -0.3520517090943995, -0.05789525548079815, 0.01806898517807254, 0.13838460032994288, -0.365053700968513, 0.3128698511883332, 0.2889662464554345, 0.14314387935307793, -0.3094440336058022, -0.18933109750118174, 0.06477652433520593]
1392	[-0.11136042007160853, -0.13856797045897573, 0.14957793416368084, -0.25113498457030264, -0.1841893220241419, -0.16979580728979507, 0.1968093896237005, 0.2942692851387998, -0.3072228682855374, 0.3230383042822187, 0.2364092542899884, 0.21515200913598848, 0.26758415523959744, -0.1882724691318882, -0.3001718208112164, -0.12285387924353573, 0.28264054879961764, -0.17812332907534525, -0.2535150102914456, 0.07631477292669038]
1416	[-0.2699334852425357, -0.2428583273454103, 0.08210801194833889, -0.21622177609041535, -0.0060362629886924635, 0.3597618757671553, 0.27605711804715, 0.22644523144448028, 0.08761204263275962, 0.1481287106040182, 0.29269580389270733, -0.2245938624750433, 0.37596347776628597, 0.15631983033215893, -0.1712175432794616, 0.1625978924419182, -0.324477848869597, 0.058526554230595045, 0.22143306095182833, 0.11269047673958273]
1440	[-0.13463827710189272, 0.0777910799329336, -0.2718582456823849, -0.23677148416158178, -0.22697492902099295, 0.31880591507789435, -0.3442716278387214, -0.2102122678927061, 0.09907761550439652, 0.297562466288985, -0.27666439528364944, -0.25261110074906734, 0.2143494980961762, -0.303551332022515, -0.2417545360779899, -0.15611553271264253, -0.10787755866387047, 0.0028566079014877704, 0.21778018556760512, -0.10625788259662451]
1464	[-0.0991410616870542, 0.1342410285048666, 0.36146041586338085, 0.377717996737611, -0.06489604320053702, -0.27833761174842264, 0.0410570414805385, -0.006952858480698298, -0.02957771839175726, 0.34476261203203895, 0.38888193280127636, -0.27932261516635665, -0.15435796016400594, -0.018998648686370925, -0.15834130461626497, -0.1447783855374711, 0.4068207565958517, -0.14009801085449622, 0.10480874446198475, -0.009307018811580884]
1488	[0.12301869849915632, 0.1990398662882318, 0.2658822128199918, -0.04206968526058965, 0.0025236109902129593, -0.2172862931155812, 0.22387693218400315, 0.401467576561225, 0.19845531828062604, 0.1771163384489192, -0.268260853862673, 0.35294662961375495, 0.32603736506833214, 0.14481166067486265, 0.09356119475582941, -0.21754273524702067, 0.27345629797146076, -0.28671479595309185, -0.05754677580932894, -0.057748876587870916]
1512	[0.0789631981196229, -0.17081589984572357, -0.15051559379843168, 0.096126080680321, 0.3695759494010887, 0.34466531998912125, 0.15517082421379794, -0.3602035049559257, 0.41325370101092807, -0.1996590507529313, 0.004558299043725523, 0.14423734820941864, -0.06456861598713509, -0.09475869688045474, -0.24714713736014865, 0.27777784086042084, 0.03341824833544231, 0.12375284687856457, -0.05579424474562374, -0.3479709951599554]
1536	[-0.1569070130010373, -0.19984483178117332, -0.25607678644112625, -0.11274934856500711, 0.08589265579678458, -0.18552721161280908, -0.1582102995303156, 0.23213890179546556, 0.35804196409713274, 0.23678690061982902, 0.372495725082516, -0.014866262185052695, 0.2846630645020758, -0.23073075249020336, -0.1549280425895056, 0.3750728279025306, -0.023541869028144785, 0.31293270383320215, 0.02785570140540465, -0.12244335818076278]
1560	[-0.03980893194917929, -0.3520992627430387, 0.282247255982894, 0.08640985816976059, -0.1888594186971268, 0.060806795075062654, 0.2325052019650217, -0.180163601462709, 0.07151689597826243, 0.08902710835891703, 0.3384513699665246, 0.35105589986361474, -0.06049650315444655, -0.15383502688644976, 0.2099130331654164, -0.2697633681152655, 0.03823141140634028, -0.3372984353017165, 0.3569463766841839, -0.15425558519946064]
1584	[0.3546048614222282, 0.14750916269407183, 0.1691844692802139, -0.223365088904298, 0.08809417807456603, -0.20540965311467788, -0.31135175337598126, -0.07573985648389842, -0.2557404652538537, 0.23354229465506282, -0.32168105159739335, -0.21715665427565856, -0.33675484399155875, 0.07265333468356461, -0.0075209092661224445, 0.04308810318148374, 0.2659571088060077, -0.16982495895588232, -0.35953020943263814, -0.03659082637005259]
1608	[-0.04136036151203944, -0.021989404470564314, -0.2334402602425804, 0.032710016892829846, -0.30344485222695505, -0.07346860582239254, 0.07155927005030635, -0.3475898242067558, -0.2182342597764015, 0.2581520953385977, 0.2128426189902571, -0.0586858440845883, 0.2099326647008443, -0.31932831097417086, 0.17399507054276453, -0.3239840895710187, -0.22129266826661584, -0.28509571394944844, -0.1503698833922403, -0.3488087870331788]
